"dataset"	"FC"	"Gene.Name"	"Gene.ID"	"P.Value"	"cellType"	"species"	"type.x"	"treatmentTime"	"cellName"	"sex"	"GEOlink"	"papers"	"GEO"
"L.Pbmc.24h.1"	2.9058655277115	"BCAT1"	"586"	2.48439999459829e-05	"pbmc"	"Homo_sapiens"	"myeloid"	"24h"	"PBMCs"	"male/female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi"	"PMID: 24116131"	"GSE50012"
"L.Pbmc.24h.2"	3.04341684154616	"BCAT1"	"586"	6.79543566860209e-06	"pbmc"	"Homo_sapiens"	"myeloid"	"24h"	"PBMCs"	"male/female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi"	"PMID: 24116131"	"GSE50012"
"L.Pbmc.6h.1"	1.49312487141225	"BCAT1"	"586"	2.19219715946604e-10	"pbmc"	"Homo_sapiens"	"lymphocytic/myeloid"	"6h"	"PBMCs"	"male/female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE82023"	"PMID: 27454520"	"GSE82023"
"L.Pbmc.8h.1"	2.36796476417687	"BCAT1"	"586"	0.000303164909258484	"pbmc"	"Homo_sapiens"	"myeloid"	"8h"	"PBMCs"	"male/female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi"	"PMID: 24116131"	"GSE50012"
"L.Pbmc.8h.2"	2.43442341305023	"BCAT1"	"586"	4.07506875665953e-05	"pbmc"	"Homo_sapiens"	"myeloid"	"8h"	"PBMCs"	"male/female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi"	"PMID: 24116131"	"GSE50012"
"L.Pbmc.24h.1"	3.18468681122202	"BMP6"	"654"	0.0204173169221757	"pbmc"	"Homo_sapiens"	"myeloid"	"24h"	"PBMCs"	"male/female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi"	"PMID: 24116131"	"GSE50012"
"L.Pbmc.24h.2"	3.88608837749006	"BMP6"	"654"	5.47527374505838e-06	"pbmc"	"Homo_sapiens"	"myeloid"	"24h"	"PBMCs"	"male/female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi"	"PMID: 24116131"	"GSE50012"
"L.Pbmc.8h.1"	2.03256294681977	"BMP6"	"654"	0.0132464418966987	"pbmc"	"Homo_sapiens"	"myeloid"	"8h"	"PBMCs"	"male/female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi"	"PMID: 24116131"	"GSE50012"
"L.Pbmc.8h.2"	3.24768044782525	"BMP6"	"654"	0.00495162248376528	"pbmc"	"Homo_sapiens"	"myeloid"	"8h"	"PBMCs"	"male/female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi"	"PMID: 24116131"	"GSE50012"
"L.Pbmc.24h.1"	3.49957823445693	"C19orf59"	"199675"	0.00987043216738645	"pbmc"	"Homo_sapiens"	"myeloid"	"24h"	"PBMCs"	"male/female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi"	"PMID: 24116131"	"GSE50012"
"L.Pbmc.24h.2"	3.7030340683534	"C19orf59"	"199675"	0.00657780328071793	"pbmc"	"Homo_sapiens"	"myeloid"	"24h"	"PBMCs"	"male/female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi"	"PMID: 24116131"	"GSE50012"
"L.Pbmc.6h.1"	1.41359929900455	"C19orf59"	"199675"	4.09954299143616e-07	"pbmc"	"Homo_sapiens"	"lymphocytic/myeloid"	"6h"	"PBMCs"	"male/female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE82023"	"PMID: 27454520"	"GSE82023"
"L.Pbmc.8h.1"	4.04271791178394	"C19orf59"	"199675"	0.00574913334580062	"pbmc"	"Homo_sapiens"	"myeloid"	"8h"	"PBMCs"	"male/female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi"	"PMID: 24116131"	"GSE50012"
"L.Pbmc.8h.2"	3.57756321575014	"C19orf59"	"199675"	0.00744110429618041	"pbmc"	"Homo_sapiens"	"myeloid"	"8h"	"PBMCs"	"male/female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi"	"PMID: 24116131"	"GSE50012"
"L.Pbmc.24h.1"	-1.57957567868272	"C3orf59"	"151963"	0.0155083354017232	"pbmc"	"Homo_sapiens"	"myeloid"	"24h"	"PBMCs"	"male/female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi"	"PMID: 24116131"	"GSE50012"
"L.Pbmc.24h.2"	-1.76828178373481	"C3orf59"	"151963"	0.000116303797342323	"pbmc"	"Homo_sapiens"	"myeloid"	"24h"	"PBMCs"	"male/female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi"	"PMID: 24116131"	"GSE50012"
"L.Pbmc.8h.1"	-1.83813153767222	"C3orf59"	"151963"	8.07183213514368e-05	"pbmc"	"Homo_sapiens"	"myeloid"	"8h"	"PBMCs"	"male/female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi"	"PMID: 24116131"	"GSE50012"
"L.Pbmc.8h.2"	-1.9767546916525	"C3orf59"	"151963"	0.000160574785042792	"pbmc"	"Homo_sapiens"	"myeloid"	"8h"	"PBMCs"	"male/female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi"	"PMID: 24116131"	"GSE50012"
"L.Pbmc.24h.1"	7.0749968266392	"CA2"	"760"	1.45450693903024e-06	"pbmc"	"Homo_sapiens"	"myeloid"	"24h"	"PBMCs"	"male/female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi"	"PMID: 24116131"	"GSE50012"
"L.Pbmc.24h.2"	4.58473993516967	"CA2"	"760"	7.03771831701362e-06	"pbmc"	"Homo_sapiens"	"myeloid"	"24h"	"PBMCs"	"male/female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi"	"PMID: 24116131"	"GSE50012"
"L.Pbmc.6h.1"	4.96053190543407	"CA2"	"760"	2.7599921497912e-55	"pbmc"	"Homo_sapiens"	"lymphocytic/myeloid"	"6h"	"PBMCs"	"male/female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE82023"	"PMID: 27454520"	"GSE82023"
"L.Pbmc.8h.1"	6.06990333492741	"CA2"	"760"	1.68144431496557e-06	"pbmc"	"Homo_sapiens"	"myeloid"	"8h"	"PBMCs"	"male/female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi"	"PMID: 24116131"	"GSE50012"
"L.Pbmc.8h.2"	3.66904084681209	"CA2"	"760"	5.12113488154814e-05	"pbmc"	"Homo_sapiens"	"myeloid"	"8h"	"PBMCs"	"male/female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi"	"PMID: 24116131"	"GSE50012"
"L.Pbmc.24h.1"	5.3865351747865	"CAMP"	"820"	0.000456480312579953	"pbmc"	"Homo_sapiens"	"myeloid"	"24h"	"PBMCs"	"male/female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi"	"PMID: 24116131"	"GSE50012"
"L.Pbmc.24h.2"	4.87393725430967	"CAMP"	"820"	0.0176553197737489	"pbmc"	"Homo_sapiens"	"myeloid"	"24h"	"PBMCs"	"male/female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi"	"PMID: 24116131"	"GSE50012"
"L.Pbmc.6h.1"	2.23314185300978	"CAMP"	"820"	4.26245192846685e-16	"pbmc"	"Homo_sapiens"	"lymphocytic/myeloid"	"6h"	"PBMCs"	"male/female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE82023"	"PMID: 27454520"	"GSE82023"
"L.Pbmc.8h.1"	3.08129390806634	"CAMP"	"820"	0.0138345053222695	"pbmc"	"Homo_sapiens"	"myeloid"	"8h"	"PBMCs"	"male/female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi"	"PMID: 24116131"	"GSE50012"
"L.Pbmc.8h.2"	3.4464093460639	"CAMP"	"820"	0.0450518938821621	"pbmc"	"Homo_sapiens"	"myeloid"	"8h"	"PBMCs"	"male/female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi"	"PMID: 24116131"	"GSE50012"
"L.Pbmc.24h.1"	3.06424154313657	"CD14"	"929"	0.00454950412233693	"pbmc"	"Homo_sapiens"	"myeloid"	"24h"	"PBMCs"	"male/female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi"	"PMID: 24116131"	"GSE50012"
"L.Pbmc.24h.2"	3.30541548862112	"CD14"	"929"	0.00023231632581858	"pbmc"	"Homo_sapiens"	"myeloid"	"24h"	"PBMCs"	"male/female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi"	"PMID: 24116131"	"GSE50012"
"L.Pbmc.6h.1"	7.68547542384607	"CD14"	"929"	4.17532238213633e-40	"pbmc"	"Homo_sapiens"	"lymphocytic/myeloid"	"6h"	"PBMCs"	"male/female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE82023"	"PMID: 27454520"	"GSE82023"
"L.Pbmc.8h.1"	6.72312562987464	"CD14"	"929"	0.000161579120428601	"pbmc"	"Homo_sapiens"	"myeloid"	"8h"	"PBMCs"	"male/female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi"	"PMID: 24116131"	"GSE50012"
"L.Pbmc.8h.2"	3.73184799337241	"CD14"	"929"	8.4848312460074e-07	"pbmc"	"Homo_sapiens"	"myeloid"	"8h"	"PBMCs"	"male/female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi"	"PMID: 24116131"	"GSE50012"
"L.Pbmc.24h.1"	-2.10185448549473	"CD36"	"948"	0.0194490843865045	"pbmc"	"Homo_sapiens"	"myeloid"	"24h"	"PBMCs"	"male/female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi"	"PMID: 24116131"	"GSE50012"
"L.Pbmc.24h.2"	-2.2655707639519	"CD36"	"948"	0.00233399553151042	"pbmc"	"Homo_sapiens"	"myeloid"	"24h"	"PBMCs"	"male/female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi"	"PMID: 24116131"	"GSE50012"
"L.Pbmc.6h.1"	-1.57517794938231	"CD36"	"948"	1.40093171758541e-08	"pbmc"	"Homo_sapiens"	"lymphocytic/myeloid"	"6h"	"PBMCs"	"male/female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE82023"	"PMID: 27454520"	"GSE82023"
"L.Pbmc.8h.1"	-2.74569234710725	"CD36"	"948"	0.00247110756538235	"pbmc"	"Homo_sapiens"	"myeloid"	"8h"	"PBMCs"	"male/female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi"	"PMID: 24116131"	"GSE50012"
"L.Pbmc.8h.2"	-2.64064181424159	"CD36"	"948"	0.000469156730473854	"pbmc"	"Homo_sapiens"	"myeloid"	"8h"	"PBMCs"	"male/female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi"	"PMID: 24116131"	"GSE50012"
"L.Pbmc.24h.1"	4.24740977131584	"CD93"	"22918"	0.000591438459297497	"pbmc"	"Homo_sapiens"	"myeloid"	"24h"	"PBMCs"	"male/female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi"	"PMID: 24116131"	"GSE50012"
"L.Pbmc.24h.2"	5.18430482963535	"CD93"	"22918"	4.95607251332654e-05	"pbmc"	"Homo_sapiens"	"myeloid"	"24h"	"PBMCs"	"male/female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi"	"PMID: 24116131"	"GSE50012"
"L.Pbmc.2M.1"	1.41556872391078	"CD93"	"22918"	0.0401217891073932	"pbmc"	"Homo_sapiens"	"lymphocytic"	"2M"	"PBMCs"	NA	NA	NA	NA
"L.Pbmc.6h.1"	2.41664368084099	"CD93"	"22918"	3.79188607848492e-16	"pbmc"	"Homo_sapiens"	"lymphocytic/myeloid"	"6h"	"PBMCs"	"male/female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE82023"	"PMID: 27454520"	"GSE82023"
"L.Pbmc.8h.1"	3.7476962451651	"CD93"	"22918"	0.000246470197037753	"pbmc"	"Homo_sapiens"	"myeloid"	"8h"	"PBMCs"	"male/female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi"	"PMID: 24116131"	"GSE50012"
"L.Pbmc.8h.2"	3.81661023750937	"CD93"	"22918"	5.13344635713636e-06	"pbmc"	"Homo_sapiens"	"myeloid"	"8h"	"PBMCs"	"male/female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi"	"PMID: 24116131"	"GSE50012"
"L.Pbmc.24h.1"	-1.52953189557693	"CDGAP"	"57514"	0.00491376389803635	"pbmc"	"Homo_sapiens"	"myeloid"	"24h"	"PBMCs"	"male/female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi"	"PMID: 24116131"	"GSE50012"
"L.Pbmc.24h.2"	-1.84132762273349	"CDGAP"	"57514"	1.79381087392899e-05	"pbmc"	"Homo_sapiens"	"myeloid"	"24h"	"PBMCs"	"male/female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi"	"PMID: 24116131"	"GSE50012"
"L.Pbmc.8h.1"	-1.60997061344435	"CDGAP"	"57514"	0.00573261214312491	"pbmc"	"Homo_sapiens"	"myeloid"	"8h"	"PBMCs"	"male/female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi"	"PMID: 24116131"	"GSE50012"
"L.Pbmc.8h.2"	-1.53711476300854	"CDGAP"	"57514"	0.000215443705501938	"pbmc"	"Homo_sapiens"	"myeloid"	"8h"	"PBMCs"	"male/female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi"	"PMID: 24116131"	"GSE50012"
"L.Pbmc.24h.1"	-1.63878263447382	"CDKN1A"	"1026"	0.034460768914403	"pbmc"	"Homo_sapiens"	"myeloid"	"24h"	"PBMCs"	"male/female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi"	"PMID: 24116131"	"GSE50012"
"L.Pbmc.24h.2"	-2.04933356986772	"CDKN1A"	"1026"	0.00416017869255191	"pbmc"	"Homo_sapiens"	"myeloid"	"24h"	"PBMCs"	"male/female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi"	"PMID: 24116131"	"GSE50012"
"L.Pbmc.6h.1"	-1.3258162469772	"CDKN1A"	"1026"	1.51291442864554e-10	"pbmc"	"Homo_sapiens"	"lymphocytic/myeloid"	"6h"	"PBMCs"	"male/female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE82023"	"PMID: 27454520"	"GSE82023"
"L.Pbmc.8h.1"	-2.20416169094497	"CDKN1A"	"1026"	0.000220985846854421	"pbmc"	"Homo_sapiens"	"myeloid"	"8h"	"PBMCs"	"male/female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi"	"PMID: 24116131"	"GSE50012"
"L.Pbmc.8h.2"	-2.34979206476142	"CDKN1A"	"1026"	0.00017279923236858	"pbmc"	"Homo_sapiens"	"myeloid"	"8h"	"PBMCs"	"male/female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi"	"PMID: 24116131"	"GSE50012"
"L.Pbmc.24h.1"	3.26132727555707	"CHST7"	"56548"	2.07953770228594e-06	"pbmc"	"Homo_sapiens"	"myeloid"	"24h"	"PBMCs"	"male/female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi"	"PMID: 24116131"	"GSE50012"
"L.Pbmc.24h.2"	3.26636472395123	"CHST7"	"56548"	2.45987184001348e-05	"pbmc"	"Homo_sapiens"	"myeloid"	"24h"	"PBMCs"	"male/female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi"	"PMID: 24116131"	"GSE50012"
"L.Pbmc.6h.1"	1.56593821545958	"CHST7"	"56548"	1.10815520325137e-15	"pbmc"	"Homo_sapiens"	"lymphocytic/myeloid"	"6h"	"PBMCs"	"male/female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE82023"	"PMID: 27454520"	"GSE82023"
"L.Pbmc.8h.1"	1.57521756114634	"CHST7"	"56548"	0.024955120065449	"pbmc"	"Homo_sapiens"	"myeloid"	"8h"	"PBMCs"	"male/female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi"	"PMID: 24116131"	"GSE50012"
"L.Pbmc.8h.2"	1.71791003371024	"CHST7"	"56548"	0.00218452330619251	"pbmc"	"Homo_sapiens"	"myeloid"	"8h"	"PBMCs"	"male/female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi"	"PMID: 24116131"	"GSE50012"
"L.Pbmc.24h.1"	1.51421047895269	"CLCF1"	"23529"	0.000275931895311698	"pbmc"	"Homo_sapiens"	"myeloid"	"24h"	"PBMCs"	"male/female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi"	"PMID: 24116131"	"GSE50012"
"L.Pbmc.24h.2"	1.65838390928512	"CLCF1"	"23529"	8.34453660009268e-07	"pbmc"	"Homo_sapiens"	"myeloid"	"24h"	"PBMCs"	"male/female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi"	"PMID: 24116131"	"GSE50012"
"L.Pbmc.8h.1"	1.57641654101249	"CLCF1"	"23529"	0.000496589716791427	"pbmc"	"Homo_sapiens"	"myeloid"	"8h"	"PBMCs"	"male/female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi"	"PMID: 24116131"	"GSE50012"
"L.Pbmc.8h.2"	1.55565991063958	"CLCF1"	"23529"	8.80168901502174e-05	"pbmc"	"Homo_sapiens"	"myeloid"	"8h"	"PBMCs"	"male/female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi"	"PMID: 24116131"	"GSE50012"
"L.Pbmc.24h.1"	-3.66331691221043	"CLEC4A"	"50856"	8.57132054989067e-05	"pbmc"	"Homo_sapiens"	"myeloid"	"24h"	"PBMCs"	"male/female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi"	"PMID: 24116131"	"GSE50012"
"L.Pbmc.24h.2"	-4.13393214475579	"CLEC4A"	"50856"	0.000368263171780141	"pbmc"	"Homo_sapiens"	"myeloid"	"24h"	"PBMCs"	"male/female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi"	"PMID: 24116131"	"GSE50012"
"L.Pbmc.6h.1"	-1.42728988947054	"CLEC4A"	"50856"	1.76275485271239e-06	"pbmc"	"Homo_sapiens"	"lymphocytic/myeloid"	"6h"	"PBMCs"	"male/female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE82023"	"PMID: 27454520"	"GSE82023"
"L.Pbmc.8h.2"	-1.60635678101514	"CLEC4A"	"50856"	0.00735109028463043	"pbmc"	"Homo_sapiens"	"myeloid"	"8h"	"PBMCs"	"male/female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi"	"PMID: 24116131"	"GSE50012"
"L.Pbmc.24h.1"	2.10821184944857	"CLMN"	"79789"	5.09735693045249e-07	"pbmc"	"Homo_sapiens"	"myeloid"	"24h"	"PBMCs"	"male/female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi"	"PMID: 24116131"	"GSE50012"
"L.Pbmc.24h.2"	2.25769061607946	"CLMN"	"79789"	1.68979062370945e-06	"pbmc"	"Homo_sapiens"	"myeloid"	"24h"	"PBMCs"	"male/female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi"	"PMID: 24116131"	"GSE50012"
"L.Pbmc.6h.1"	1.46959051361199	"CLMN"	"79789"	4.76222144747169e-32	"pbmc"	"Homo_sapiens"	"lymphocytic/myeloid"	"6h"	"PBMCs"	"male/female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE82023"	"PMID: 27454520"	"GSE82023"
"L.Pbmc.8h.1"	2.32943886250864	"CLMN"	"79789"	7.84039553236677e-06	"pbmc"	"Homo_sapiens"	"myeloid"	"8h"	"PBMCs"	"male/female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi"	"PMID: 24116131"	"GSE50012"
"L.Pbmc.8h.2"	2.30370377347916	"CLMN"	"79789"	6.26380065996499e-07	"pbmc"	"Homo_sapiens"	"myeloid"	"8h"	"PBMCs"	"male/female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi"	"PMID: 24116131"	"GSE50012"
"L.Pbmc.24h.1"	1.79062812584494	"CRADD"	"8738"	3.54946022587485e-06	"pbmc"	"Homo_sapiens"	"myeloid"	"24h"	"PBMCs"	"male/female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi"	"PMID: 24116131"	"GSE50012"
"L.Pbmc.24h.2"	1.82585526980364	"CRADD"	"8738"	7.24512057526746e-06	"pbmc"	"Homo_sapiens"	"myeloid"	"24h"	"PBMCs"	"male/female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi"	"PMID: 24116131"	"GSE50012"
"L.Pbmc.6h.1"	1.31708669470265	"CRADD"	"8738"	3.04603465697508e-19	"pbmc"	"Homo_sapiens"	"lymphocytic/myeloid"	"6h"	"PBMCs"	"male/female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE82023"	"PMID: 27454520"	"GSE82023"
"L.Pbmc.8h.1"	1.97314777959098	"CRADD"	"8738"	0.000301799620326356	"pbmc"	"Homo_sapiens"	"myeloid"	"8h"	"PBMCs"	"male/female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi"	"PMID: 24116131"	"GSE50012"
"L.Pbmc.8h.2"	2.25703741271738	"CRADD"	"8738"	7.50447486358825e-05	"pbmc"	"Homo_sapiens"	"myeloid"	"8h"	"PBMCs"	"male/female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi"	"PMID: 24116131"	"GSE50012"
"L.Pbmc.24h.1"	3.0788912741959	"CRISPLD2"	"83716"	9.50433416051253e-05	"pbmc"	"Homo_sapiens"	"myeloid"	"24h"	"PBMCs"	"male/female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi"	"PMID: 24116131"	"GSE50012"
"L.Pbmc.24h.2"	3.50360052109416	"CRISPLD2"	"83716"	0.00015428699249079	"pbmc"	"Homo_sapiens"	"myeloid"	"24h"	"PBMCs"	"male/female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi"	"PMID: 24116131"	"GSE50012"
"L.Pbmc.6h.1"	1.52812717606007	"CRISPLD2"	"83716"	3.37742228880617e-08	"pbmc"	"Homo_sapiens"	"lymphocytic/myeloid"	"6h"	"PBMCs"	"male/female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE82023"	"PMID: 27454520"	"GSE82023"
"L.Pbmc.8h.1"	2.84566894486795	"CRISPLD2"	"83716"	4.81567139384856e-05	"pbmc"	"Homo_sapiens"	"myeloid"	"8h"	"PBMCs"	"male/female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi"	"PMID: 24116131"	"GSE50012"
"L.Pbmc.8h.2"	2.43998021405371	"CRISPLD2"	"83716"	0.000862679631795226	"pbmc"	"Homo_sapiens"	"myeloid"	"8h"	"PBMCs"	"male/female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi"	"PMID: 24116131"	"GSE50012"
"L.Pbmc.24h.1"	-1.9943356351613	"CSF2RA"	"1438"	0.00108346591653718	"pbmc"	"Homo_sapiens"	"myeloid"	"24h"	"PBMCs"	"male/female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi"	"PMID: 24116131"	"GSE50012"
"L.Pbmc.24h.2"	-2.33436775121538	"CSF2RA"	"1438"	3.8392354680593e-06	"pbmc"	"Homo_sapiens"	"myeloid"	"24h"	"PBMCs"	"male/female"	"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi"	"PMID: 24116131"	"GSE50012"
